"atc","parent","sv","en"
"QS01BC02","QS01BC","Oxifenbutazon","Oxyphenbutazone"
"QS01BC03","QS01BC","Diklofenak","Diclofenac"
"QS01BC04","QS01BC","Flurbiprofen","Flurbiprofen"
"QS01BC05","QS01BC","Ketorolak","Ketorolac"
"QS01BC06","QS01BC","Piroxikam","Piroxicam"
"QS01BC07","QS01BC","Bendazak","Bendazac"
"QS01BC08","QS01BC","Salicylsyra","Salicylic acid"
"QS01BC09","QS01BC","Pranoprofen","Pranoprofen"
"QS01BC10","QS01BC","Nepafenak","Nepafenac"
"QS01BC11","QS01BC","Bromfenak","Bromfenac"
"QS01C","QS01","Antiinflammatoriska och antiinfektiva medel i kombination","Antiinflammatory agents and antiinfectives in combination"
"QS01CA","QS01C","Kortikosteroider i kombination med antiinfektiva medel","Corticosteroids and antiinfectives in combination"
"QS01CA01","QS01CA","Dexametason och antiinfektiva medel","Dexamethasone and antiinfectives"
"QS01CA02","QS01CA","Prednisolon och antiinfektiva medel","Prednisolone and antiinfectives"
"QS01CA03","QS01CA","Hydrokortison och antiinfektiva medel","Hydrocortisone and antiinfectives"
"QS01CA04","QS01CA","Fluokortolon och antiinfektiva medel","Fluocortolone and antiinfectives"
"QS01CA05","QS01CA","Betametason och antiinfektiva medel","Betamethasone and antiinfectives"
"QS01CA06","QS01CA","Fludrokortison och antiinfektiva medel","Fludrocortisone and antiinfectives"
"QS01CA07","QS01CA","Fluorometolon och antiinfektiva medel","Fluorometholone and antiinfectives"
"QS01CA08","QS01CA","Metylprednisolon och antiinfektiva medel","Methylprednisolone and antiinfectives"
"QS01CA09","QS01CA","Klorprednison och antiinfektiva medel","Chloroprednisone and antiinfectives"
"QS01CA10","QS01CA","Fluocinolonacetonid och antiinfektiva medel","Fluocinolone acetonide and antiinfectives"
"QS01CA11","QS01CA","Klobetason och antiinfektiva","Clobetasone and antiinfectives"
"QS01CA12","QS01CA","Loteprednol och antiinfektiva medel","Loteprednol and antiinfectives"
"QS01CB","QS01C","Kortikosteroider/antiinfektiva/mydriatika i kombination","Corticosteroids/antiinfectives/mydriatics in combination"
"QS01CB01","QS01CB","Dexametason","Dexamethasone"
"QS01CB02","QS01CB","Prednisolon","Prednisolone"
"QS01CB03","QS01CB","Hydrokortison","Hydrocortisone"
"QS01CB04","QS01CB","Betametason","Betamethasone"
"QS01CB05","QS01CB","Fluorometolon","Fluorometholone"
"QS01CC","QS01C","Icke-steroida antiinflammatoriska medel och antiinfektiva medel i kombination","Antiinflammatory agents, non-steroids and antiinfectives in combination"
"QS01CC01","QS01CC","Diklofenk och antiinfektiva","Diclofenac and antiinfectives"
"QS01CC02","QS01CC","Indometacin och antiinfektiva medel","Indometacin and antiinfectives"
"QS01E","QS01","Medel vid glaukom samt miotika","Antiglaucoma preparations and miotics"
"QS01EA","QS01E","Sympatomimetika vid glaukom","Sympathomimetics in glaucoma therapy"
"QS01EA01","QS01EA","Adrenalin","Adrenaline"
"QS01EA02","QS01EA","Dipivefrin","Dipivefrine"
"QS01EA03","QS01EA","Apraklonidin","Apraclonidine"
"QS01EA04","QS01EA","Klonidin","Clonidine"
"QS01EA05","QS01EA","Brimonidin","Brimonidine"
"QS01EA51","QS01EA","Adrenalin, kombinationer","Adrenaline,  combinations"
"QS01EA55","QS01EA","Brimonidin och ripasudil","Brimonidine and ripasudil"
"QS01EB","QS01E","Parasympatomimetika","Parasympathomimetics"
"QS01EB01","QS01EB","Pilokarpin","Pilocarpine"
"QS01EB02","QS01EB","Karbakol","Carbachol"
"QS01EB03","QS01EB","Ekotiopat","Ecothiopate"
"QS01EB04","QS01EB","Demekar","Demecarium"
"QS01EB05","QS01EB","Fysostigmin","Physostigmine"
"QS01EB06","QS01EB","Neostigmin","Neostigmine"
"QS01EB07","QS01EB","Fluostigmin","Fluostigmine"
"QS01EB08","QS01EB","Aceklidin","Aceclidine"
"QS01EB09","QS01EB","Acetylkolin","Acetylcholine"
"QS01EB10","QS01EB","Paraoxon","Paraoxon"
"QS01EB51","QS01EB","Pilokarpin, kombinationer","Pilocarpine, combinations"
"QS01EB58","QS01EB","Aceklidin, kombinationer","Aceclidine, combinations"
"QS01EC","QS01E","Karbanhydrashämmare","Carbonic anhydrase inhibitors"
"QS01EC01","QS01EC","Acetazolamid","Acetazolamide"
"QS01EC02","QS01EC","Diklofenamid","Diclofenamide"
"QS01EC03","QS01EC","Dorzolamid","Dorzolamide"
"QS01EC04","QS01EC","Brinzolamid","Brinzolamide"
"QS01EC05","QS01EC","Metazolamid","methazolamide"
"QS01EC54","QS01EC","Brinzolamid, kombinationer","Brinzolamide, combinations"
"QS01ED","QS01E","Beta-receptorblockerande medel","Beta blocking agents"
"QS01ED01","QS01ED","Timolol","Timolol"
"QS01ED02","QS01ED","Betaxolol","Betaxolol"
"QS01ED03","QS01ED","Levobunolol","Levobunolol"
"QS01ED04","QS01ED","Metipranolol","Metipranolol"
"QS01ED05","QS01ED","Karteolol","Carteolol"
"QS01ED06","QS01ED","Befunolol","Befunolol"
"QS01ED51","QS01ED","Timolol, kombinationer","Timolol, combinations"
"QS01ED52","QS01ED","Betoxalol, kombinationer","Betaxolol, combinations"
"QS01ED54","QS01ED","Metipranolol, kombinationer","Metipranolol, combinations"
"QS01ED55","QS01ED","Karteolol, kombinationer","Carteolol, combinations"
"QS01EE","QS01E","Prostaglandinanaloger","Prostaglandin analogues"
"QS01EE01","QS01EE","Latanoprost","Latanoprost"
"QS01EE02","QS01EE","Unoproston","Unoprostone"
"QS01EE03","QS01EE","Bimatoprost","Bimatoprost"
"QS01EE04","QS01EE","Travoprost","Travoprost"
"QS01EE05","QS01EE","Tafluprost","Tafluprost"
"QS01EE06","QS01EE","Latanoprostenbunod","Latanoprostene bunod"
"QS01EE51","QS01EE","Latanoprost och netarsudil","Latanoprost and netarsudil"
"QS01EE52","QS01EE","Latanoprost och dorzolamid","Latanoprost and dorzolamide"
"QS01EX","QS01E","Övriga medel vid glaukom samt miotika","Other antiglaucoma preparations"
"QS01EX01","QS01EX","Guanetidin","Guanethidine"
"QS01EX02","QS01EX","Dapiprazol","Dapiprazole"
"QS01EX05","QS01EX","Netarsudil","Netarsudil"
"QS01EX06","QS01EX","Omidenepag","Omidenepag"
"QS01EX07","QS01EX","Ripasudil","Ripasudil"
"QS01F","QS01","Mydriatika och cykloplegika","Mydriatics and cycloplegics"
"QS01FA","QS01F","Antikolinergika","Anticholinergics"
"QS01FA01","QS01FA","Atropin","Atropine"
"QS01FA02","QS01FA","Skopolamin","Scopolamine"
"QS01FA03","QS01FA","Metylskopolamin","Methylscopolamine"
"QS01FA04","QS01FA","Cyklopentolat","Cyclopentolate"
"QS01FA05","QS01FA","Homatropin","Homatropine"
"QS01FA06","QS01FA","Tropikamid","Tropicamide"
"QS01FA54","QS01FA","Cyklopentolat, kombinationer","Cyclopentolate, combinations"
"QS01FA56","QS01FA","Tropikamid, kombinationer","Tropicamide, combinations"
"QS01FB","QS01F","Sympatomimetika, exkl. medel vid glaukom","Sympathomimetics, excl. antiglaucoma preparations"
"QS01FB01","QS01FB","Fenylefrin","Phenylephrine"
"QS01FB02","QS01FB","Efedrin","Ephedrine"
"QS01FB03","QS01FB","Ibopamin","Ibopamine"
"QS01FB51","QS01FB","Fenylefrin och ketorolak","Phenylephrine and ketorolac"
"QS01FB90","QS01FB","Oxedrin","Oxedrine"
"QS01FB99","QS01FB","Sympatomimetika, kombinationer","Sympathomimetics, combinations"
"QS01G","QS01","Avsvällande medel och antiallergika","Decongestants and antiallergics"
"QS01GA","QS01G","Sympatomimetika som avsvällande medel","Sympathomimetics used as decongestants"
"QS01GA01","QS01GA","Nafazolin","Naphazoline"
"QS01GA02","QS01GA","Tetryzolin","Tetryzoline"
"QS01GA03","QS01GA","Xylometazolin","Xylometazoline"
"QS01GA04","QS01GA","Oximetazolin","Oxymetazoline"
"QS01GA05","QS01GA","Fenylefrin","Phenylephrine"
"QS01GA06","QS01GA","Oxedrin","Oxedrine"
"QS01GA07","QS01GA","Brimonidin","Brimonidine"
"QS01GA51","QS01GA","Nafazolin, kombinationer","Naphazoline, combinations"
"QS01GA52","QS01GA","Tetryzolin, kombinationer","Tetryzoline, combinations"
"QS01GA53","QS01GA","Xylometazolin, kombinationer","Xylometazoline, combinations"
"QS01GA55","QS01GA","Fenylefrin, kombinationer","Phenylephrine combinations"
"QS01GA56","QS01GA","Oxedrin, kombinationer","Oxedrine, combinations"
"QS01GX","QS01G","Övriga antiallergika","Other antiallergics"
"QS01GX01","QS01GX","Natriumkromoglikat","Cromoglicic acid"
"QS01GX02","QS01GX","Levokabastin","Levocabastine"
"QS01GX03","QS01GX","Spagluminsyra","Spaglumic acid"
"QS01GX04","QS01GX","Nedokromil","Nedocromil"
"QS01GX05","QS01GX","Lodoxamid","Lodoxamide"
"QS01GX06","QS01GX","Emedastin","Emedastine"
"QS01GX07","QS01GX","Azelastin","Azelastine"
"QS01GX08","QS01GX","Ketotifen","Ketotifen"
"QS01GX09","QS01GX","Olopatadin","Olopatadine"
"QS01GX10","QS01GX","Epinastin","Epinastine"
"QS01GX11","QS01GX","Alkaftadin","Alcaftadine"
"QS01GX12","QS01GX","Cetirizin","Cetirizine"
"QS01GX13","QS01GX","Bilastin","Bilastine"
"QS01GX51","QS01GX","Natriumkromoglikat, kombinationer","Cromoglicic acid, combinations"
"QS01H","QS01","Lokalanestetika","Local anesthetics"
"QS01HA","QS01H","Lokalanestetika","Local anesthetics"
"QS01HA01","QS01HA","Kokain","Cocaine"
"QS01HA02","QS01HA","Oxibuprokain","Oxybuprocaine"
"QS01HA03","QS01HA","Tetrakain","Tetracaine"
"QS01HA04","QS01HA","Proximetakain","Proxymetacaine"
"QS01HA05","QS01HA","Prokain","Procaine"
"QS01HA06","QS01HA","Cinkokain","Cinchocaine"
"QS01HA07","QS01HA","Lidokain","Lidocaine"
"QS01HA08","QS01HA","Kloroprokain","Chloroprocaine"
"QS01HA30","QS01HA","Kombinationer","Combinations"
"QS01J","QS01","Diagnostiska medel","Diagnostic agents"
"QS01JA","QS01J","Färgämnen","Colouring agents"
"QS01JA01","QS01JA","Fluorescein","Fluorescein"
"QS01JA02","QS01JA","Bengalrosanatrium","Rose bengal sodium"
"QS01JA51","QS01JA","Fluorescein, kombinationer","Fluorescein, combinations"
"QS01JX","QS01J","Övriga diagnostiska medel vid ögonsjukdomar","Other ophthalmological diagnostic agents"
"QS01K","QS01","Hjälpmedel vid operationer","Surgical aids"
"QS01KA","QS01K","Viskoelastiska substanser","Viscoelastic substances"
"QS01KA01","QS01KA","Hyaluronsyra","Hyaluronic acid"
"QS01KA02","QS01KA","Hypromellos","Hypromellose"
"QS01KA51","QS01KA","Hyaluronsyra, kombinationer","Hyaluronic acid, combinations"
"QS01KX","QS01K","Övriga hjälpmedel vid operationer","Other surgical aids"
"QS01KX01","QS01KX","Kymotrypsin","Chymotrypsin"
"QS01KX02","QS01KX","Trypanblått","Trypan blue"
"QS01L","QS01","Medel vid kärlsjukdomar i ögat","Ocular vascular disorder agents"
"QS01LA","QS01L","Medel mot kärlnybildning","Antineovascularisation agents"
"QS01LA01","QS01LA","Verteporfin","Verteporfin"
"QS01LA02","QS01LA","Anekortav","Anecortave"
"QS01LA03","QS01LA","Pegaptanib","Pegaptanib"
"QS01LA04","QS01LA","Ranibizumab","Ranibizumab"
"QS01LA05","QS01LA","Aflibercept","Aflibercept"
"QS01LA06","QS01LA","Brolucizumab","Brolucizumab"
"QS01LA07","QS01LA","Abicipar pegol","Abicipar pegol"
"QS01LA08","QS01LA","Bevacizumab","Bevacizumab"
"QS01LA09","QS01LA","Faricimab","Faricimab"
"QS01X","QS01","Övriga medel vid ögonsjukdomar","Other ophthalmologicals"
"QS01XA","QS01X","Övriga medel vid ögonsjukdomar","Other ophthalmologicals"
"QS01XA01","QS01XA","Guajazulen","Guaiazulen"
"QS01XA02","QS01XA","Retinol","Retinol"
"QS01XA03","QS01XA","Natriumklorid, hyperton","Sodium chloride, hypertonic"
"QS01XA04","QS01XA","Kaliumjodid","Potassium iodide"
"QS01XA05","QS01XA","Natriumedetat","Sodium edetate"
"QS01XA06","QS01XA","Etylmorfin","Ethylmorphine"
"QS01XA07","QS01XA","Alum","Alum"
"QS01XA08","QS01XA","Acetylcystein","Acetylcysteine"
"QS01XA09","QS01XA","Jodoheparinat","Iodoheparinate"
"QS01XA10","QS01XA","Inosin","Inosine"
"QS01XA11","QS01XA","Nandrolon","Nandrolone"
"QS01XA12","QS01XA","Dexapantenol","Dexpanthenol"
"QS01XA13","QS01XA","Alteplas","Alteplase"
"QS01XA14","QS01XA","Heparin","Heparin"
"QS01XA15","QS01XA","Askorbinsyra","Ascorbic acid"
"QS01XA18","QS01XA","Ciklosporin","Ciclosporin"
"QS01XA19","QS01XA","Autologa limbala stamceller","Limbal stems cells, autologous"
"QS01XA20","QS01XA","Tårsubstitut och övriga indifferenta medel","Artificial tears and other indifferent preparations"
"QS01XA21","QS01XA","Merkaptamin","Mercaptamine"
"QS01XA22","QS01XA","Okriplasmin","Ocriplasmin"
"QS01XA23","QS01XA","Sirolimus","Sirolimus"
"QS01XA24","QS01XA","Cenegermin","Cenegermin"
"QS01XA25","QS01XA","Lifitegrast","Lifitegrast"
"QS01XA26","QS01XA","Riboflavin","Riboflavin"
"QS01XA27","QS01XA","Voretigen-neparvovek","Voretigene neparvovec"
"QS01XA28","QS01XA","Vareniklin","Varenicline"
"QS01XA29","QS01XA","Sepofarsen","Sepofarsen"
"QS01XA31","QS01XA","Pegcetakoplan","Pegcetacoplan"
"QS01XA32","QS01XA","Avacinkaptad pegol","Avacincaptad pegol"
"QS01XA33","QS01XA","Dikvafosol","Diquafosol"
"QS01XA91","QS01XA","Pirenoxin","Pirenoxin"
"QS02","QS","Medel vid öronsjukdomar","Otologicals"
"QS02A","QS02","Antiinfektiva medel","Antiinfectives"
"QS02AA","QS02A","Antiinfektiva medel","Antiinfectives"
"QS02AA01","QS02AA","Kloramfenikol","Chloramphenicol"
"QS02AA02","QS02AA","Nitrofural","Nitrofural"
"QS02AA03","QS02AA","Borsyra","Boric acid"
"QS02AA04","QS02AA","Aluminiumacetotartrat","Aluminium acetotartrate"
"QS02AA05","QS02AA","Kliokinol","Clioquinol"
"QS02AA06","QS02AA","Väteperoxid","Hydrogen peroxide"
"QS02AA07","QS02AA","Neomycin","Neomycin"
"QS02AA08","QS02AA","Tetracyklin","Tetracycline"
"QS02AA09","QS02AA","Klorhexidin","Chlorhexidine"
"QS02AA10","QS02AA","Ättiksyra","Acetic acid"
"QS02AA11","QS02AA","Polymyxin B","Polymyxin B"
"QS02AA12","QS02AA","Rifamycin","Rifamycin"
"QS02AA13","QS02AA","Mikonazol","Miconazole"
"QS02AA14","QS02AA","Gentamicin","Gentamicin"
"QS02AA15","QS02AA","Ciprofloxacin","Ciprofloxacin"
"QS02AA16","QS02AA","Ofloxacin","Ofloxacin"
"QS02AA17","QS02AA","Fosfomycin","Fosfomycin"
"QS02AA18","QS02AA","Cefmenoxim","Cefmenoxime"
"QS02AA30","QS02AA","Antiinfektiva medel, kombinationer","Antiinfectives, combinations"
"QS02AA57","QS02AA","Neomycin, kombinationer","Neomycin, combinations"
"QS02B","QS02","Kortikosteroider","Corticosteroids"
"QS02BA","QS02B","Kortikosteroider","Corticosteroids"
"QS02BA01","QS02BA","Hydrokortison","Hydrocortisone"
"QS02BA03","QS02BA","Prednisolon","Prednisolone"
"QS02BA06","QS02BA","Dexametason","Dexamethasone"
"QS02BA07","QS02BA","Betametason","Betamethasone"
"QS02BA08","QS02BA","Fluocinolonacetonid","Fluocinolone acetonide"
"QS02BA99","QS02BA","Kortikosteroider, kombinationer","Corticosteroids, combinations"
"QS02C","QS02","Kortikosteroider i kombination med antiinfektiva","Corticosteroids and antiinfectives in combination"
"QS02CA","QS02C","Kortikosteroider i kombination med antiinfektiva","Corticosteroids and antiinfectives in combination"
"QS02CA01","QS02CA","Prednisolon och antiinfektiva medel","Prednisolone and antiinfectives"
"QS02CA02","QS02CA","Flumetason och medel mot infektioner","Flumetasone and antiinfectives"
"QS02CA03","QS02CA","Hydrokortison och antiinfektiva medel","Hydrocortisone and antiinfectives"
"QS02CA04","QS02CA","Triamcinolon och antiinfektiva","Triamcinolone and antiinfectives"
"QS02CA05","QS02CA","Fluocinolonacetonid antiinfektiva","Fluocinolone acetonide and antiinfectives"
"QS02CA06","QS02CA","Dexametason och antiinfektiva medel","Dexamethasone and antiinfectives"
"QS02CA07","QS02CA","Fludrokortison och medel mot infektioner","Fludrocortisone and antiinfectives"
"QS02CA90","QS02CA","Betametason och antiinfektiva medel","Betamethasone and anti-infectives"
"QS02CA91","QS02CA","Mometason och antiinfektiva medel","Mometasone and anti-infectives"
"QS02D","QS02","Övriga medel vid ögonsjukdomar","Other otologicals"
"QS02DA","QS02D","Analgetika och anestetika","Analgesics and anesthetics"
"QS02DA01","QS02DA","Lidokain","Lidocaine"
"QS02DA02","QS02DA","Kokain","Cocaine"
"QS02DA03","QS02DA","Fenazon","Phenazone"
"QS02DA04","QS02DA","Cinkokain","Cinchocaine"
"QS02DA30","QS02DA","Kombinationer","Combinations"
"QS02DC","QS02D","Indifferenta medel","Indifferent preparations"
"QS02Q","QS02","Antiparasitära medel","Antiparasitics"
"QS02QA","QS02Q","Antiparasitära medel","Antiparasitics"
"QS02QA01","QS02QA","Lindane","Lindane"
"QS02QA02","QS02QA","Sulfiram","Sulfiram"
"QS02QA03","QS02QA","Ivermektin","Ivermectin"
"QS02QA51","QS02QA","Lindane, kombinationer","Lindane, combinations"
"QS03","QS","Medel vid ögon- och öronsjukdomar","Ophthalmological and otological preparations"
"QS03A","QS03","Antiinfektiva medel","Antiinfectives"
"QS03AA","QS03A","Antiinfektiva medel","Antiinfectives"
"QS03AA01","QS03AA","Neomycin","Neomycin"
"QS03AA02","QS03AA","Tetracyklin","Tetracycline"
"QS03AA03","QS03AA","Polymyxin B","Polymyxin B"
"QS03AA04","QS03AA","Klorhexidin","Chlorhexidine"
"QS03AA05","QS03AA","Hexamidin","Hexamidine"
"QS03AA06","QS03AA","Gentamicin","Gentamicin"
"QS03AA07","QS03AA","Ciprofloxacin","Ciprofloxacin"
"QS03AA08","QS03AA","Kloramfenikol","Chloramphenicol"
"QS03AA30","QS03AA","Antiinfektiva medel, kombinationer","Antiinfectives, combinations"
"QS03B","QS03","Kortikosteroider","Corticosteroids"
"QS03BA","QS03B","Kortikosteroider","Corticosteroids"
"QS03BA01","QS03BA","Dexametason","Dexamethasone"
"QS03BA02","QS03BA","Prednisolon","Prednisolone"
"QS03BA03","QS03BA","Betametason","Betamethasone"
"QS03C","QS03","Kortikosteroider i kombination med antiinfektiva medel","Corticosteroids and antiinfectives in combination"
"QS03CA","QS03C","Kortikosteroider i kombination med antiinfektiva medel","Corticosteroids and antiinfectives in combination"
"QS03CA01","QS03CA","Dexametason + antiinfektiva","Dexamethasone and antiinfectives"
"QS03CA02","QS03CA","Prednisolon och antiinfektiva medel","Prednisolone and antiinfectives"
"QS03CA04","QS03CA","Hydrokortison och antiinfektiva medel","Hydrocortisone and antiinfectives"
"QS03CA05","QS03CA","Fludrokortison + antiinfektiva","Fludrocortisone and antiinfectives"
"QS03CA06","QS03CA","Betametason och medel mot infektioner","Betamethasone and antiinfectives"
"QS03CA07","QS03CA","Metylprednisolon och antiinfektiva","Methylprednisolone and antiinfectives"
"QS03D","QS03","Övriga medel vid ögon- och öronsjukdomar","Other ophthalmological and otological preparations"
"QV","Q","Övrigt","Various"
"QV01","QV","Allergener","Allergens"
"QV01A","QV01","Allergener","Allergens"
"QV01AA","QV01A","Allergenextrakt","Allergen extracts"
"QV01AA01","QV01AA","Fjädrar","Feather"
"QV01AA02","QV01AA","Gräspollen","Grass pollen"
"QV01AA03","QV01AA","Husdammskvalster","House dust mites"
"QV01AA04","QV01AA","Mögelsvampar och jästsvampar","Mould fungus and yeast fungus"
"QV01AA05","QV01AA","Pollen från träd","Tree pollen"
"QV01AA07","QV01AA","Insekter","Insects"
"QV01AA08","QV01AA","Födoämnen","Food"
"QV01AA09","QV01AA","Textilier","Textiles"
"QV01AA10","QV01AA","Örter","Flowers"
"QV01AA11","QV01AA","Djur","Animals"
"QV01AA20","QV01AA","Övrigt","Various"
"QV03","QV","Medel vid förgiftningar, överdoseringar m.m.","All other therapeutic products"
"QV03A","QV03","Medel vid förgiftningar, överdoseringar m.m.","All other therapeutic products"
"QV03AB","QV03A","Antidoter","Antidotes"
"QV03AB01","QV03AB","Ipekakuanharot","Ipecacuanha"
"QV03AB02","QV03AB","Nalorfin","Nalorphine"
"QV03AB03","QV03AB","Edetat","Edetates"
"QV03AB04","QV03AB","Pralidoxim","Pralidoxime"
"QV03AB05","QV03AB","Prednisolon och prometazin","Prednisolone and promethazine"
"QV03AB06","QV03AB","Tiosulfat","Thiosulfate"
"QV03AB07","QV03AB","Apomorfin","Apomorphine"
"QV03AB08","QV03AB","Natriumnitrit","Sodium nitrite"
"QV03AB09","QV03AB","Dimerkaprol","Dimercaprol"
"QV03AB13","QV03AB","Obidoxim","Obidoxime"
"QV03AB14","QV03AB","Protamin","Protamine"
"QV03AB15","QV03AB","Naloxon","Naloxone"
"QV03AB16","QV03AB","Etanol","Ethanol"
"QV03AB17","QV03AB","Metyltioninklorid","Methylthioninium chloride"
"QV03AB18","QV03AB","Kaliumpermanganat","Potassium permanganate"
"QV03AB19","QV03AB","Fysostigmin","Physostigmine"
"QV03AB20","QV03AB","Kopparsulfat","Copper sulfate"
"QV03AB21","QV03AB","Kaliumjodid","Potassium iodide"
"QV03AB22","QV03AB","Amylnitrit","Amyl nitrite"
"QV03AB23","QV03AB","Acetylcystein","Acetylcysteine"
"QV03AB24","QV03AB","Digitalisantitoxin","Digitalis antitoxin"
"QV03AB25","QV03AB","Flumazenil","Flumazenil"
"QV03AB26","QV03AB","Metionin","Methionine"
"QV03AB27","QV03AB","4-Dimetylaminofenol","4-dimethylaminophenol"
"QV03AB29","QV03AB","Kolinesteras","Cholinesterase"
"QV03AB31","QV03AB","Järn(III)ferrocyanid","Prussian blue"
"QV03AB32","QV03AB","Glutation","Glutathione"
"QV03AB33","QV03AB","Hydroxokobalamin","Hydroxocobalamin"
"QV03AB34","QV03AB","Fomepizol","Fomepizole"
"QV03AB35","QV03AB","Sugammadex","Sugammadex"
"QV03AB36","QV03AB","Fentolamin","Phentolamine"
"QV03AB37","QV03AB","Idarucizumab","Idarucizumab"
"QV03AB38","QV03AB","Andexanet alfa","Andexanet alfa"
"QV03AB54","QV03AB","Pralidoxim och atropin","Pralidoxime and atropine"
"QV03AB90","QV03AB","Atipamezol","Atipamezole"
"QV03AB91","QV03AB","Sarmazenil","Sarmazenil"
"QV03AB92","QV03AB","Diprenorfin","Diprenorfin"
"QV03AB93","QV03AB","Yohimbin","Yohimbine"
"QV03AB94","QV03AB","Tolazolin","Tolazoline"
"QV03AB95","QV03AB","Apomorfin","Apomorphine"
